epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,epoch_seconds,experiment_id,label,branches,seed,notebook_version,debug
13,0.04384345148305098,0.9891111111111112,0.5844976534547284,0.8456,0.010000000000000002,44.854848861694336,sched_step,Step decay,schedule,42,v1,False
14,0.02372719232506222,0.9956222222222222,0.6246509658101946,0.8412,0.010000000000000002,44.84629154205322,sched_step,Step decay,schedule,42,v1,False
15,0.01059465223716365,0.9991555555555556,0.5993165637886152,0.8512,0.0010000000000000002,46.15111494064331,sched_step,Step decay,schedule,42,v1,False
16,0.00745425808429718,0.9997111111111111,0.6078007832566277,0.851,0.0010000000000000002,46.30166554450989,sched_step,Step decay,schedule,42,v1,False
17,0.00668409726023674,0.9996666666666667,0.6052218363480643,0.852,0.0010000000000000002,45.4169499874115,sched_step,Step decay,schedule,42,v1,False
18,0.005660588382350074,0.9998,0.611756783856079,0.8516,0.0010000000000000002,45.157691955566406,sched_step,Step decay,schedule,42,v1,False
19,0.005338832287076447,0.9997777777777778,0.6141534451010637,0.8532,0.0010000000000000002,44.9340078830719,sched_step,Step decay,schedule,42,v1,False
20,0.005084260536813073,0.9998444444444444,0.6134846947781741,0.8532,0.0010000000000000002,46.0311815738678,sched_step,Step decay,schedule,42,v1,False
1,1.9119422631793552,0.32786666666666664,1.5207034239768982,0.4346,0.1,44.71218228340149,sched_step,Step decay,schedule,2026,v1,False
2,1.3518669750425552,0.5086222222222222,1.196782518672943,0.5752,0.1,45.04489207267761,sched_step,Step decay,schedule,2026,v1,False
3,1.0751963831265767,0.6180222222222223,1.0500560395240783,0.6286,0.1,44.70424556732178,sched_step,Step decay,schedule,2026,v1,False
4,0.8473551588058472,0.7008666666666666,0.8271346173524856,0.7094,0.1,44.60774779319763,sched_step,Step decay,schedule,2026,v1,False
5,0.6733128154330783,0.7650222222222223,0.8723973147630691,0.7038,0.1,46.77768659591675,sched_step,Step decay,schedule,2026,v1,False
6,0.54889608285692,0.8089777777777778,0.7844208781242371,0.731,0.1,46.26344609260559,sched_step,Step decay,schedule,2026,v1,False
7,0.4739195093366835,0.8346888888888889,0.7054404864311218,0.762,0.1,46.21763825416565,sched_step,Step decay,schedule,2026,v1,False
8,0.21005703123278088,0.9287777777777778,0.45758777594566347,0.8472,0.010000000000000002,45.42560696601868,sched_step,Step decay,schedule,2026,v1,False
9,0.11937292371723388,0.9620888888888889,0.4747818391740322,0.8536,0.010000000000000002,45.05439639091492,sched_step,Step decay,schedule,2026,v1,False
10,0.06929248372912407,0.9804444444444445,0.5237030896067619,0.8536,0.010000000000000002,45.98849868774414,sched_step,Step decay,schedule,2026,v1,False
11,0.038526683646440504,0.9907333333333334,0.5509243967294692,0.8544,0.010000000000000002,44.784931659698486,sched_step,Step decay,schedule,2026,v1,False
12,0.01958477678116825,0.9968,0.5865162279248237,0.8554,0.010000000000000002,45.146607637405396,sched_step,Step decay,schedule,2026,v1,False
13,0.010702092665765021,0.9989777777777777,0.6170045666337013,0.8594,0.010000000000000002,45.16583609580994,sched_step,Step decay,schedule,2026,v1,False
14,0.006534891560839282,0.9995777777777778,0.6354586397647858,0.8564,0.010000000000000002,44.52919793128967,sched_step,Step decay,schedule,2026,v1,False
15,0.0043529284768634375,0.9998444444444444,0.6295630879759788,0.8586,0.0010000000000000002,47.19276690483093,sched_step,Step decay,schedule,2026,v1,False
16,0.003806899248725838,0.9999333333333333,0.6293271623015404,0.8588,0.0010000000000000002,45.6271231174469,sched_step,Step decay,schedule,2026,v1,False
17,0.0036203054699632856,0.9999111111111111,0.6297976994812489,0.8588,0.0010000000000000002,45.50403189659119,sched_step,Step decay,schedule,2026,v1,False
18,0.003537122656984462,0.9999555555555556,0.630761129450798,0.8592,0.0010000000000000002,45.285778522491455,sched_step,Step decay,schedule,2026,v1,False
19,0.00335867036866645,0.9999333333333333,0.6333236898005009,0.8584,0.0010000000000000002,44.75828576087952,sched_step,Step decay,schedule,2026,v1,False
20,0.003453577563828892,0.9999333333333333,0.6299537767469883,0.8584,0.0010000000000000002,47.305073976516724,sched_step,Step decay,schedule,2026,v1,False
1,1.6842493967903984,0.3990666666666667,1.453018044090271,0.4722,0.05,45.73713231086731,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
2,1.1313695201979743,0.5958,1.1617258926391603,0.6046,0.1,45.592087745666504,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
3,0.7823615095350478,0.7258222222222223,0.7646815819740296,0.7344,0.1,45.03477644920349,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
4,0.6211578454653423,0.7820666666666667,0.6854696994304657,0.7632,0.1,44.76047229766846,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
5,0.5140839962853325,0.8209777777777778,0.7596246912956238,0.7498,0.1,46.19123864173889,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
6,0.4468427742799123,0.8445111111111111,0.6133732697486878,0.7886,0.1,44.47588586807251,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
7,0.39135843283865185,0.8639777777777777,0.8530725515127182,0.741,0.1,45.22261071205139,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
8,0.34256139074961345,0.8796666666666667,0.6446713900566101,0.7904,0.1,44.79751896858215,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
9,0.30996916655964324,0.8921333333333333,0.6964359021246433,0.791,0.1,45.151992321014404,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
10,0.10003796514670055,0.9678,0.4930985737502575,0.8592,0.010000000000000002,46.99713373184204,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
11,0.035576446639829215,0.9905111111111111,0.5294474931955337,0.8622,0.010000000000000002,45.07133913040161,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
12,0.01720677864882681,0.9969111111111111,0.5644691590063274,0.863,0.010000000000000002,45.503814935684204,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
13,0.009709047378434076,0.9986,0.5852969142362475,0.8636,0.010000000000000002,44.937926292419434,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
14,0.006160312347941928,0.9993333333333333,0.6022405448112637,0.863,0.010000000000000002,45.533644676208496,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
15,0.0043336473995612725,0.9997333333333334,0.6109156957656146,0.8648,0.010000000000000002,46.997949838638306,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
16,0.00337523289869229,0.9998222222222222,0.6251516650915145,0.861,0.010000000000000002,45.31591010093689,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
17,0.002690665280694763,0.9999111111111111,0.6194676507003606,0.8632,0.0010000000000000002,45.613696575164795,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
18,0.0024146932654910617,0.9999333333333333,0.6232657841473818,0.8634,0.0010000000000000002,44.584367752075195,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
19,0.00242833113765551,0.9999555555555556,0.6216276628036052,0.8636,0.0010000000000000002,45.9023323059082,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
20,0.0023683360815462138,0.9999555555555556,0.6222321367897093,0.8634,0.0010000000000000002,45.41888189315796,sched_step_warm,Step decay + warm-up,schedule,42,v1,False
1,1.6467725971009997,0.4116888888888889,1.3771237917900085,0.5048,0.05,44.70401358604431,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
2,1.0674189323425294,0.6170888888888889,0.9407159548521042,0.6732,0.1,45.34430003166199,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
3,0.7528937298032973,0.7365555555555555,0.779850535941124,0.7304,0.1,44.44880485534668,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
4,0.5939622683737013,0.7950444444444444,0.6456797846794129,0.7772,0.1,46.69364643096924,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
5,0.5100370748572879,0.824,0.6639352681040764,0.7716,0.1,46.61608386039734,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
6,0.43809942252900863,0.8488222222222223,0.6378856684923172,0.7806,0.1,46.15504264831543,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
7,0.389230480172899,0.8645333333333334,0.604765741443634,0.7968,0.1,45.7750940322876,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
8,0.3427218797418806,0.8801777777777777,0.6868232519149781,0.7746,0.1,44.58087158203125,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
9,0.3124314080662198,0.8904666666666666,0.7123237758755684,0.788,0.1,46.521218061447144,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
10,0.10160936519503594,0.9659777777777778,0.4727104423582554,0.8632,0.010000000000000002,46.41487216949463,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
11,0.03574296737710635,0.9900666666666667,0.5141266165614128,0.8614,0.010000000000000002,45.98313307762146,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
12,0.016672753793001174,0.9970222222222223,0.5501933212518691,0.8634,0.010000000000000002,45.553568840026855,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
13,0.009038205555578074,0.999,0.5668696347475052,0.8656,0.010000000000000002,44.530927896499634,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
14,0.0056102938188032974,0.9995777777777778,0.5811483929634095,0.8622,0.010000000000000002,45.900317907333374,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
15,0.004252566778494252,0.9996888888888888,0.5884598007202149,0.8642,0.010000000000000002,44.96549654006958,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
16,0.003083916216591994,0.9998888888888889,0.5894800382137299,0.865,0.010000000000000002,44.87847566604614,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
17,0.0024128314453694556,0.9999777777777777,0.5896749137639999,0.8664,0.0010000000000000002,44.87230443954468,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
18,0.002431889125601285,0.9999333333333333,0.5894919762611389,0.8654,0.0010000000000000002,44.55826687812805,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
19,0.0022543422365354166,0.9999777777777777,0.5906636484622956,0.8624,0.0010000000000000002,45.77359700202942,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
20,0.00233691678494215,0.9999777777777777,0.5920644979476929,0.8656,0.0010000000000000002,45.13466548919678,sched_step_warm,Step decay + warm-up,schedule,2026,v1,False
1,2.2244409505844116,0.218,1.826911054801941,0.3308,0.1,44.25846290588379,sched_cosine,Cosine,schedule,42,v1,False
2,1.549590269554986,0.4227111111111111,1.4111426401138305,0.4874,0.09931813336361911,44.253931283950806,sched_cosine,Cosine,schedule,42,v1,False
3,1.2583175864113703,0.5425111111111112,1.2734002119064332,0.5446,0.09729113299882323,44.63524103164673,sched_cosine,Cosine,schedule,42,v1,False
4,1.0216272021929422,0.6356888888888889,1.110023189163208,0.6168,0.09397429019156842,46.54280161857605,sched_cosine,Cosine,schedule,42,v1,False
5,0.8470023364808824,0.6990666666666666,0.882186455154419,0.692,0.08945807976727271,46.55323815345764,sched_cosine,Cosine,schedule,42,v1,False
6,0.6875667036056519,0.7571777777777777,0.7665647545814515,0.7296,0.08386569217342893,46.04087972640991,sched_cosine,Cosine,schedule,42,v1,False
7,0.5684238078753153,0.8002666666666667,0.6400554800987244,0.7758,0.07734967316533074,45.03658151626587,sched_cosine,Cosine,schedule,42,v1,False
8,0.45825276913113067,0.8402,0.601642893075943,0.7962,0.07008776275552522,45.40210032463074,sched_cosine,Cosine,schedule,42,v1,False
9,0.36452178955607945,0.8721111111111111,0.6033423863351345,0.7956,0.062278046929604265,46.38737630844116,sched_cosine,Cosine,schedule,42,v1,False
10,0.2720877904891968,0.9051111111111111,0.7971227684020996,0.7664,0.05413355437688927,46.722657203674316,sched_cosine,Cosine,schedule,42,v1,False
11,0.1856452351119783,0.9347777777777778,0.6038890209883452,0.8096,0.04587644562311076,46.6963996887207,sched_cosine,Cosine,schedule,42,v1,False
12,0.11226050575441784,0.9612444444444445,0.5917490780353546,0.8254,0.03773195307039576,45.58820199966431,sched_cosine,Cosine,schedule,42,v1,False
13,0.048808768432670166,0.9847777777777778,0.6338867146149277,0.8346,0.029922237244474806,46.01346397399902,sched_cosine,Cosine,schedule,42,v1,False
14,0.014692115790645282,0.9968222222222223,0.5908391246691346,0.8448,0.02266032683466928,45.753857135772705,sched_cosine,Cosine,schedule,42,v1,False
15,0.00483228827468637,0.9992222222222222,0.5647069129288197,0.8592,0.016144307826571086,46.55440139770508,sched_cosine,Cosine,schedule,42,v1,False
16,0.002113280245496167,0.9999111111111111,0.568934484320879,0.857,0.010551920232727309,45.533775329589844,sched_cosine,Cosine,schedule,42,v1,False
17,0.001555941700645619,0.9999333333333333,0.5662637984678149,0.8608,0.006035709808431584,44.967997550964355,sched_cosine,Cosine,schedule,42,v1,False
18,0.00127112788024048,0.9999777777777777,0.5696643332570791,0.8612,0.0027188670011767716,45.37153172492981,sched_cosine,Cosine,schedule,42,v1,False
19,0.0012157146014480128,1.0,0.5687986327774822,0.8586,0.0006918666363808976,45.70085883140564,sched_cosine,Cosine,schedule,42,v1,False
20,0.001229262093309727,0.9999777777777777,0.5666507683828473,0.8582,1e-05,45.343852281570435,sched_cosine,Cosine,schedule,42,v1,False
1,1.9119422631793552,0.32786666666666664,1.5207034239768982,0.4346,0.1,44.87767553329468,sched_cosine,Cosine,schedule,2026,v1,False
2,1.3534355741288926,0.507,1.2263066281318664,0.561,0.09931813336361911,44.42521047592163,sched_cosine,Cosine,schedule,2026,v1,False
3,1.0754249948925443,0.6167555555555555,1.000309661579132,0.6534,0.09729113299882323,45.418728828430176,sched_cosine,Cosine,schedule,2026,v1,False
4,0.8412709709379408,0.7026,0.8590663261413575,0.6992,0.09397429019156842,46.41758108139038,sched_cosine,Cosine,schedule,2026,v1,False
5,0.6655873732248943,0.7676888888888889,0.7864325379371643,0.728,0.08945807976727271,46.16635799407959,sched_cosine,Cosine,schedule,2026,v1,False
6,0.5320083339691162,0.8136666666666666,0.7124529640197754,0.7556,0.08386569217342893,45.173625469207764,sched_cosine,Cosine,schedule,2026,v1,False
7,0.4337500583860609,0.8479111111111111,0.7392580312728881,0.7564,0.07734967316533074,45.27071261405945,sched_cosine,Cosine,schedule,2026,v1,False
8,0.3430672273900774,0.8792,0.6519226278543472,0.7814,0.07008776275552522,45.06196331977844,sched_cosine,Cosine,schedule,2026,v1,False
9,0.2640940286318461,0.9077777777777778,0.6403750860691071,0.7974,0.062278046929604265,45.97537636756897,sched_cosine,Cosine,schedule,2026,v1,False
10,0.18518495176633198,0.9347111111111112,0.6878453050613403,0.7988,0.05413355437688927,45.20441150665283,sched_cosine,Cosine,schedule,2026,v1,False
11,0.12023530643251207,0.9582666666666667,0.6690620548248291,0.8102,0.04587644562311076,45.06820368766785,sched_cosine,Cosine,schedule,2026,v1,False
12,0.060109050353368124,0.9804666666666667,0.6438975503325463,0.8292,0.03773195307039576,44.71983480453491,sched_cosine,Cosine,schedule,2026,v1,False
13,0.024240721187326644,0.9929777777777777,0.6236889330863953,0.8476,0.029922237244474806,45.41596746444702,sched_cosine,Cosine,schedule,2026,v1,False
14,0.007947000452876092,0.9984444444444445,0.620320949292183,0.849,0.02266032683466928,46.82954168319702,sched_cosine,Cosine,schedule,2026,v1,False
15,0.0027313777488138942,0.9997555555555555,0.5910691458940506,0.8596,0.016144307826571086,45.78048062324524,sched_cosine,Cosine,schedule,2026,v1,False
16,0.0013591674929070805,0.9999555555555556,0.5896538350462913,0.8624,0.010551920232727309,45.76586675643921,sched_cosine,Cosine,schedule,2026,v1,False
17,0.0010526153433033161,0.9999777777777777,0.5868661300301552,0.859,0.006035709808431584,44.78531503677368,sched_cosine,Cosine,schedule,2026,v1,False
18,0.0009628766365349292,0.9999777777777777,0.5882049201130867,0.8604,0.0027188670011767716,45.86033535003662,sched_cosine,Cosine,schedule,2026,v1,False
19,0.0009236514486889873,0.9999777777777777,0.5908612285017967,0.8606,0.0006918666363808976,46.843443155288696,sched_cosine,Cosine,schedule,2026,v1,False
20,0.0009147579727073511,0.9999777777777777,0.5865102049827575,0.8612,1e-05,46.465291261672974,sched_cosine,Cosine,schedule,2026,v1,False
1,1.6842493967903984,0.3990666666666667,1.453018044090271,0.4722,0.05,45.4620418548584,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
2,1.1313695201979743,0.5958,1.1617258926391603,0.6046,0.1,45.30499982833862,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
3,0.7823615095350478,0.7258222222222223,0.7646815819740296,0.7344,0.1,45.469542503356934,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
4,0.6208544189453125,0.7831333333333333,0.7127661443710327,0.7558,0.09914874011869668,46.04804491996765,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
5,0.5058301605118646,0.8235555555555556,0.7730667177200318,0.7448,0.09662394910907077,45.054309368133545,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
6,0.42850217112435235,0.8512666666666666,0.757232513666153,0.7508,0.09251160570080207,45.55762791633606,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
7,0.35831033121744793,0.8737777777777778,0.8275639696359635,0.7452,0.08695175081644685,44.48620629310608,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
8,0.2849192966302236,0.9000222222222222,0.678965055680275,0.7936,0.08013371864578094,46.08243012428284,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
9,0.23792021814452277,0.9160888888888888,0.6674215617835522,0.8148,0.07228968909704804,47.07943606376648,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
10,0.18218005948066712,0.9356222222222222,0.8648945479393005,0.7688,0.0636867811886538,46.64058017730713,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
11,0.12064015763203303,0.9575555555555556,0.745529910838604,0.8042,0.054617956631367794,45.83633756637573,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
12,0.0751976727883021,0.9731333333333333,0.6881890424668788,0.8236,0.04539204336863223,45.21752643585205,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
13,0.03664446950621075,0.9877555555555556,0.6659187293052673,0.8454,0.036323218811346224,45.61123204231262,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
14,0.013651441592143642,0.9959555555555556,0.6345228480219841,0.8544,0.027720310902951975,45.91341543197632,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
15,0.003642092506008016,0.9994444444444445,0.5975151821821928,0.8668,0.019876281354219084,44.90747380256653,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
16,0.001369380960582445,0.9998444444444444,0.5987276841431857,0.8626,0.013058249183553155,45.24578261375427,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
17,0.0009248629931877885,0.9999555555555556,0.5911368008896708,0.867,0.007498394299197949,44.760923862457275,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
18,0.000763741554485427,1.0,0.5925782174251973,0.8646,0.003386050890929237,45.95077872276306,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
19,0.0007249615515478783,1.0,0.5927271924950183,0.8652,0.0008612598813033303,46.93767428398132,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
20,0.00071145601487822,1.0,0.5949783123049885,0.8662,1e-05,46.4549765586853,sched_cosine_warm,Cosine + warm-up,schedule,42,v1,False
1,1.6467725971009997,0.4116888888888889,1.3771237917900085,0.5048,0.05,46.199634075164795,sched_cosine_warm,Cosine + warm-up,schedule,2026,v1,False
2,1.0674189323425294,0.6170888888888889,0.9407159548521042,0.6732,0.1,45.023438930511475,sched_cosine_warm,Cosine + warm-up,schedule,2026,v1,False
3,0.7528937298032973,0.7365555555555555,0.779850535941124,0.7304,0.1,46.15452837944031,sched_cosine_warm,Cosine + warm-up,schedule,2026,v1,False
4,0.5925176715956794,0.7950888888888888,0.7259924169778824,0.7572,0.09914874011869668,46.4263174533844,sched_cosine_warm,Cosine + warm-up,schedule,2026,v1,False
5,0.5020491178512573,0.8265111111111111,0.7250101423740387,0.754,0.09662394910907077,45.54517102241516,sched_cosine_warm,Cosine + warm-up,schedule,2026,v1,False
