global_step,loss,learning_rate,epoch,experiment_id,label,branches,seed,notebook_version,debug
3460,0.6983007192611694,0.1,10,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3480,0.3810681104660034,0.1,10,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3500,0.3259392976760864,0.1,10,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3520,0.35032176971435547,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3540,0.24647989869117737,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3560,0.3523632287979126,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3580,0.2961159348487854,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3600,0.20989669859409332,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3620,0.28302592039108276,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3640,0.448758065700531,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3660,0.2959880232810974,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3680,0.4292255640029907,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3700,0.35112622380256653,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3720,0.36958327889442444,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3740,0.22546720504760742,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3760,0.3682141900062561,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3780,0.44510596990585327,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3800,0.4709991216659546,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3820,0.36254823207855225,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3840,0.42306041717529297,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3860,0.23553723096847534,0.1,11,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3880,0.2993154227733612,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3900,0.20384268462657928,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3920,0.1572534441947937,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3940,0.24667418003082275,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3960,0.25481313467025757,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
3980,0.25864338874816895,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
4000,0.3399295210838318,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
4020,0.2970569133758545,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
4040,0.23137909173965454,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
4060,0.2887105345726013,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
4080,0.346882164478302,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
4100,0.29496172070503235,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
4120,0.39545780420303345,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
4140,0.2318662405014038,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
4160,0.34399735927581787,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
4180,0.4633564352989197,0.1,12,anchor,SGD momentum + WD + constant + BN/b128,"optimizer,schedule,normalization,regularization",42,v1,False
