epoch,train_objective_loss,train_hard_ce_loss,train_accuracy,val_loss,val_accuracy,learning_rate,epoch_seconds,experiment_id,label,seed,label_smoothing,notebook_version,debug
1,2.1902608760409885,2.1902608760409885,0.2412,1.675061354637146,0.3888,0.1,5.044110298156738,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
2,1.516188406308492,1.516188406308492,0.44093333333333334,1.4793839365005492,0.4678,0.1,4.979017972946167,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
3,1.207501214981079,1.207501214981079,0.5645111111111111,1.175669451713562,0.5848,0.1,5.118411302566528,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
4,0.9511865120463902,0.9511865120463902,0.6622,0.9381692668914795,0.67,0.1,4.993908882141113,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
5,0.7629684545622931,0.7629684545622931,0.7308444444444444,0.8406567467689514,0.7128,0.1,4.9979729652404785,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
6,0.604150059943729,0.604150059943729,0.7879111111111111,0.8221015866518021,0.7218,0.1,5.077596664428711,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
7,0.47678013749652437,0.47678013749652437,0.8317111111111111,0.678388568162918,0.771,0.1,5.041520833969116,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
8,0.3482756036599477,0.3482756036599477,0.8774,0.7401425274133683,0.77,0.1,5.005845069885254,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
9,0.23895858907169765,0.23895858907169765,0.9137333333333333,0.8226081911951304,0.7622,0.1,4.9841203689575195,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
10,0.1690175848537021,0.1690175848537021,0.9407111111111112,0.8516771787643432,0.7792,0.1,5.00130295753479,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
11,0.11588374263445536,0.11588374263445536,0.9592222222222222,0.8777894280433655,0.778,0.1,4.992323160171509,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
12,0.09091150728066762,0.09091150728066762,0.9678222222222223,1.0081607134914026,0.7764,0.1,5.0256712436676025,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
13,0.06428312495681975,0.06428312495681975,0.9787111111111111,1.0008134267807007,0.7922,0.1,5.0112385749816895,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
14,0.04306896571318308,0.04306896571318308,0.9852,1.0738356607388706,0.7808,0.1,5.011642217636108,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
15,0.03565033935374684,0.03565033935374684,0.9877777777777778,1.0291161056816578,0.789,0.1,5.118914842605591,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
16,0.033924339779052466,0.033924339779052466,0.9888888888888889,1.015689574432373,0.799,0.1,5.003572225570679,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
17,0.022636559261712763,0.022636559261712763,0.9926666666666667,1.1052446459531784,0.801,0.1,5.041118383407593,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
18,0.016596238736642732,0.016596238736642732,0.9944444444444445,1.0491171464256943,0.8118,0.1,5.070188999176025,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
19,0.0183566316180759,0.0183566316180759,0.9940666666666667,1.1145782199777663,0.8036,0.1,5.022665739059448,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
20,0.01722302776061826,0.01722302776061826,0.9940666666666667,1.0602312513381242,0.8116,0.1,5.013565301895142,ext_control_v3,Control v3 (label smoothing=0),42,0.0,v3-extension,False
1,1.840422556453281,1.840422556453281,0.34944444444444445,1.4864651840209961,0.4538,0.1,5.06048059463501,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
2,1.309521791987949,1.309521791987949,0.5223111111111111,1.2573648754119873,0.5502,0.1,4.994901895523071,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
3,1.03969156665802,1.03969156665802,0.6298888888888889,0.9560662467002868,0.6658,0.1,5.05360746383667,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
4,0.8270237758424547,0.8270237758424547,0.7081333333333333,0.9218976578474045,0.6788,0.1,5.030759811401367,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
5,0.662682941309611,0.662682941309611,0.7671555555555556,0.8060237951993943,0.7198,0.1,5.039025068283081,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
6,0.5194645355648465,0.5194645355648465,0.817,0.824491912651062,0.7286,0.1,5.03728723526001,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
7,0.3966310110727946,0.3966310110727946,0.8590666666666666,0.7286230619192123,0.7514,0.1,5.042220115661621,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
8,0.29183444922765095,0.29183444922765095,0.8948666666666667,0.8013916952610016,0.7392,0.1,5.005764007568359,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
9,0.20362708730697632,0.20362708730697632,0.9282,0.8537276120662689,0.7528,0.1,5.044200897216797,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
10,0.14391731810569763,0.14391731810569763,0.9490888888888889,0.9155213645458221,0.7684,0.1,5.229403495788574,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
11,0.1046557383855184,0.1046557383855184,0.9635111111111111,0.9301593950271606,0.7716,0.1,5.04275107383728,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
12,0.08900347831050555,0.08900347831050555,0.9684444444444444,1.014337439918518,0.7678,0.1,5.261117696762085,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
13,0.05404591368834177,0.05404591368834177,0.9804222222222222,1.0223220752239228,0.7892,0.1,5.0346455574035645,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
14,0.049540315814812975,0.049540315814812975,0.9824222222222222,1.1239361088633537,0.774,0.1,5.039141416549683,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
15,0.04292225489616394,0.04292225489616394,0.9852222222222222,1.1311337705135345,0.784,0.1,5.024158477783203,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
16,0.03572564100159539,0.03572564100159539,0.9874,1.1273197293698787,0.784,0.1,5.024407625198364,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
17,0.027657640148533714,0.027657640148533714,0.9903333333333333,1.2037945346355439,0.7866,0.1,5.026235342025757,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
18,0.017888999955190554,0.017888999955190554,0.9937777777777778,1.1126816832065582,0.798,0.1,5.024363994598389,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
19,0.010786218001403742,0.010786218001403742,0.9964888888888889,1.1223356570541858,0.7946,0.1,5.028496026992798,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
20,0.008272047781157825,0.008272047781157825,0.9972888888888889,1.1711996153339743,0.7976,0.1,5.025867223739624,ext_control_v3,Control v3 (label smoothing=0),2026,0.0,v3-extension,False
